Invoice No,Client,Job Name,Job Number,Invoice Amount (excl VAT),Date Inv. Issued
2212-47,AMCO,OB 026-005 BROUGHTON ROAD PARAPET EXTENSION,3027,838.5,2022-12-16
2212-48,Arcadis,CRANMER AND LATIMER ROAD BRIDGES ,3242,25886.5,2022-12-20
2212-49,George Leslie,BALMORE PIPE BRIDGE,3059,11961.25,2022-12-20
2212-50,Scaftec,FORTH RAIL BRIDGE VIEWING PLATFORM,1663,150.0,2022-12-20
2212-51,AMCO,OB 133/081 MILTON FARM & OB 133/084 KILDINNY FARM,3244,8902.63,2022-12-20
2212-52,Story Contracting,Station Plantation,2598,5196.0,2022-12-20
2212-53,Arcadis,GRAYS UNDERPASS,3272,7424.0,2022-12-20
2212-54,Taziker Industrial,TANNERS BANK,2837,28159.87,2022-12-20
2212-55,Story Contracting,FB 132/011 - Footbridge Repairs and Repainting ,3197,4659.532499999999,2022-12-20
2212-55,Story Contracting,UB 161/216 - Tower Burn Renewal ,3199,817.1975,2022-12-20
2212-55,Story Contracting,UB 179/061 - Black Cart Timber Deck Replacement and Repairs ,3200,4469.192,2022-12-20
2212-55,Story Contracting,UB 240/130 - Ferry Road Steelwork and Painting Repairs ,3201,6215.895,2022-12-20
2212-55,Story Contracting,UB 240/130A Yorkhill Viaduct Steel & Masonry Repairs ,3202,18417.0665,2022-12-20
2212-55,Story Contracting,UB 240/131 - Viaduct Condition led Repairs and Painting ,3203,8697.4265,2022-12-20
2212-55,Story Contracting,OB 161/148A Knagshill,3172,10612.625,2022-12-20
2212-55,Story Contracting,C 161/191A - Carsencon Culvert Replacement ,3190,1765.6170000000002,2022-12-20
2212-55,Story Contracting,C 161/205A- Culvert Replacement ,3192,1770.517,2022-12-20
2212-55,Story Contracting,C 161/207B -Steadings Culvert Replacement ,3193,1770.517,2022-12-20
2212-55,Story Contracting,C 161/303B - Gastown Culvert Replacement ,3194,1796.977,2022-12-20
2212-55,Story Contracting,C 161/316A - East Bowerhouses Twin Culvert Replacement ,3195,3077.6410000000005,2022-12-20
2212-55,Story Contracting,CD 200/908 - East Haven (Coastal) ,3196,7107.744,2022-12-20
2212-55,Story Contracting,C030/221A,2817,1890.8,2022-12-20
2212-56,Quartzelec,BT ALLOA EXCHANGE SLAB CHECK,3228,5323.38,2022-12-20
2212-57,AMCO,OB 090/249 BRYANTON,3181,3760.01,2022-12-20
2212-58,Robertson,JOCELYN SQUARE STUDENT ACCOMMODATION,3279,1738.54,2022-12-20
2212-59,Story Contracting,OB161/048A KNAGSHILL SITE ACCESS,3280,1822.5,2022-12-20
2212-60,Story Contracting,UB 031/015 OCCUPATIONAL REMOVAL ,3089,3098.0,2022-12-20
2212-61,Mackenzie Construction,CRINAN CANAL LOCKS 12 & 13,3182,5027.07,2022-12-20
2212-62,Mackenzie Construction,CRINAN CANAL LOCKS 14 & 15,3183,2162.85,2022-12-20
2212-63,Story Contracting,CBC1/34 LEVENS VIADUCT SCOUR PROTECTION,3254,19126.96,2022-12-20
2212-64,AMCO,WMD & EMD Asset Recovery Works 2021,2929,4409.0,2022-12-20
2212-65,Mackenzie Construction,BRIGHTONS EMBANKMENT,3126,35261.13,2022-12-20
2212-66,Story Contracting,CBC1/15 ARNSIDE VIADUCT - SURVEYS,3171,1015.5,2022-12-20
2212-67,Story Contracting,Aldercar Embankment Improvement,2600,5137.0,2022-12-20
2212-68,Story Contracting,SPC3-02 BASSETTS,3103,7410.88,2022-12-20
2212-69,Story Contracting,SPC3-03 TAYLOR LODGE,3104,7338.38,2022-12-20
2212-70,Story Contracting,MML - SPC3/28 Chatters,3107,17868.65,2022-12-20
2212-71,Story Contracting,SPC3-34 THREE ARCH,3108,4089.2,2022-12-20
2212-72,PBH OLE,OLE BRIDGE FIXINGS BIRMINGHAM,3079,2690.5,2022-12-20
2212-73,PBH OLE,PRESTON BROOK TUNNEL OLE FIXINGS,3283,2244.6,2022-12-20
2212-74,PBH OLE,BLACKPOOL DEPOT OLE FOUNDATION DESIGN,3264,1445.0,2022-12-20
2212-75,Dyer & Butler,FALMERS TUNNEL EAST PORTAL CUTTING,3273,19705.75,2022-12-20
2212-76,George Leslie,ESKDALEMUIRE WWTW,3226,3054.5,2022-12-20
2212-77,George Leslie,STICHILL WWTW,3227,3289.5,2022-12-20
2212-78,George Leslie,COULIEGARTEN TRACK,3269,2155.69,2022-12-20
2212-79,Story Contracting,LEN3-122 Fullicar Lane,2724,5309.65,2022-12-20
2212-80,Story Contracting,ECM5/57 NORTHALLERTON STATION,2921,12101.55,2022-12-20
2212-81,Story Contracting,YORK STATION ROOF,3206,7590.63,2022-12-20
2212-82,Story Contracting,SELBY STATION CANOPIES,3029,3594.13,2022-12-20
2212-83,Story Contracting,HESSLE STATION FOOTBRIDGE,3097,11712.53,2022-12-20
2212-84,QTS Group,GLENEAGLES STATION,3271,8061.5,2023-01-11
2212-85,Story Contracting,C030-221A,2817,2363.5,2022-12-22
2301-01,Catenary King,ACOUSTIC FENCING,3174,2880.5,2023-01-12
2301-02,Inspire Inverary,INVERARY PIER,3058,8781.5,2023-01-11
2301-03,BAM Nuttall,Credit Note CTLR ST02 PILING PLATFORM CAT 3 CHECK,3072,-2760.0,2023-01-11
2301-04,AMCO,Credit Note 'OB 133/081 MILTON FARM & OB 133/084 KILDINNY FARM,3244,-373.5,2023-01-12
2301-05,Story Contracting,C 310/189,2239,1294.0,2023-01-12
2301-06,Story Contracting,"UB 310-270 Loch Treig Drain, repairs",2831,7629.39,2023-01-12
2301-07,Story Contracting,Station Plantation,2598,1285.0,2023-01-24
2301-08,Story Contracting,LAWN LANE EMBANKMENT,3216,2895.0,2023-01-24
2301-09,AMCO,OB 090/249 TEMPORARY WORKS,3256,4379.13,2023-01-27
2301-10,AMCO,OB 090/254 & OB090/256 TEMPORARY WORKS,3256,5421.0,2023-02-02
2301-11,BAM Nuttall,TRANSPENNINE ROUTE UPGRADE (TUR) TEMPORARY WORKS,3246,3790.91,2023-02-02
2301-12,Story Contracting,NETHER DYSART TEMPORARY WORKS,3241,1804.13,2023-01-27
2301-13,AMCO,UB293-159 Deveron Viaduct,2513,1862.57,2023-01-27
2301-14,Story Contracting,UB 031/014 TEMPORARY WORKS,3258,4997.5,2023-01-27
2301-15,Story Contracting,LEVENMOUTH RECONNECT PROJECT ,3306,935.0,2023-01-27
2301-16,Story Contracting,PORT GLASGOW STATION AFA TEMPORARY WORKS,3212,3839.7,2023-01-27
2301-17,PBH OLE,RAVENSCRAIG DEVELOPMENT LINK ROAD,3308,3166.6,2023-01-27
2301-18,Taziker Industrial,WOODSIDE GATE FOUNDATION,3296,1863.5,2023-01-27
2301-19,PBH OLE,BEDFORD CAULDWELL OLE TORSION,3129,1557.0,2023-01-27
2301-20,QTS Group,ASHFIELD CUTTING,2784,16912.25,2023-01-27
2301-21,Dyer & Butler,FALMERS TUNNEL EAST PORTAL CUTTING,3273,4419.9,2023-01-27
2301-22,Mackenzie Construction,BRIGHTONS EMBANKMENT,3126,2851.32,2023-01-27
2301-23,AMCO,HRA EMBANKMENTS,3313,17255.38,2023-01-27
2301-24,AMCO,UB 134/037 PRINCESS STREET VIADUCT,2928,2256.6,2023-01-27
2301-25,Story Contracting,UB 179/061 - Black Cart Timber Deck Replacement and Repairs ,3200,6516.779500000001,2023-01-27
2301-25,Story Contracting,UB 240/130 - Ferry Road Steelwork and Painting Repairs ,3201,2274.4575,2023-01-27
2301-25,Story Contracting,UB 240/130A Yorkhill Viaduct Steel & Masonry Repairs ,3202,8031.969749999999,2023-01-27
2301-25,Story Contracting,UB 240/131 - Viaduct Condition led Repairs and Painting ,3203,1586.82825,2023-01-27
2301-25,Story Contracting,OB 161/148A Knagshill,3172,3806.1749999999997,2023-01-27
2301-25,Story Contracting,C 030/462 - Culvert Renewal ,3189,754.6,2023-01-27
2301-25,Story Contracting,C 161/192B -Merklans Culvert Replacement ,3191,779.1,2023-01-27
2301-25,Story Contracting,CD 200/908 - East Haven (Coastal) ,3196,2098.082,2023-01-27
2301-25,Story Contracting,R/232/000/0300 - Land over Rail & Repair - Polloksheilds Station,3198,775.9639999999999,2023-01-27
2301-25,Story Contracting,C030/221A,2817,472.70000000000005,2023-01-27
2301-25,Story Contracting,R 240/000.0000U High Street,2825,3405.88,2023-01-27
2301-25,Story Contracting,R 240/000.0000D High Street,2826,3405.88,2023-01-27
2301-26,AMCO,UB 090/063 Burntisland Viaduct ,3232,22945.649999999998,2023-01-27
2301-26,AMCO,CD 200/912 Langbank ,3231,1836.375,2023-01-27
2301-26,AMCO,R 294-024.0817U ,3234,761.125,2023-01-27
2301-27,Story Contracting,164931 – WCM 1-3 CALDEW VIADUCT,3086,9960.75,2023-01-27
2301-28,Story Contracting,DRYFFE WATER - INVERT WORKS,3131,12313.5,2023-01-27
2301-29,AMCO,Credit Note - OB 026-005 BROUGHTON ROAD PARAPET EXTENSION,3027,-419.25,2023-01-27
2301-30,Story Contracting,Credit Note C030-221A against 2212-85,2817,-2363.5,2023-01-27
2301-31,AMCO,OB 090/249 BRYANTON,3181,3128.59,2023-02-02
2301-32,Demolition Services Group,BATH STREET DEMOLITION,3311,362.5,2023-02-02
2301-33,Story Contracting,UB 132/017 FORTH VIADUCT,2444,4303.75,2023-02-02
2301-34,AMCO,A2CB OB090/249,3162,3957.5,2023-02-02
2301-35,AMCO,UB303-129 Stream,2604,3742.0,2023-02-02
2301-36,Story Contracting,SPC8 Saturn Park Embankment,2599,16033.15,2023-02-02
2301-37,Story Contracting,Aldercar Embankment Improvement,2600,743.0,2023-02-02
2301-38,BAM Nuttall,Kilsyth Office Campus Development,2973,10183.2,2023-02-02
2301-39,Arcadis,SHIPLEY DEPOT ,2992,1537.7,2023-02-02
2301-40,Arcadis,GRAYS UNDERPASS,3272,504.0,2023-02-02
2301-41,SPL Powerlines UK Limited,GLASGOW TO BARRHEAD ELECTRIFICATION,3053,4227.9,2023-02-02
2301-42,AMCO,MSC4287 NINEWELLS CULVERT REPLACEMENT,2649,4151.25,2023-02-02
2301-43,AMCO,CULVERT C285/043,2675,1146.25,2023-02-02
2301-44,SPL Powerlines UK Limited,HERTFORD LOOP OLE FOUNDATIONS ,2971,10671.75,2023-02-02
2301-45,Taziker Industrial,AMEY M74 Maryville Collision Damage Repairs,2997,2278.13,2023-02-02
2301-46,Demolition Services Group,BATH STREET DEMOLITION,3311,142.0,2023-02-02
2301-47,QTS Group,CARTSBURN TUNNEL PORTAL - CLEARANCE CHECK,3319,1337.5,2023-02-02
2301-48,IBEX, EUSTON PV SOLAR FARM,3326,185.0,2023-02-02
2301-49,Story Contracting,LINDSELLS FOOTBRIDGE TEMPORARY WORKS,2869,1703.0,2023-02-02
2301-50,Geo-Rope,"STORR LOCHS, SKYE",3282,1984.0,2023-02-02
2301-51,Story Contracting,UB045/047 CAMPS VIADUCT,2439,40000.0,2023-02-02
2301-52,Story Contracting,CP6 YEAR 5 PROJECTS,2439,20000.0,2023-02-02
2301-53,Mabbett & Associates Ltd.,LEUCHARS BARRACKS PROJECT ,3083,3973.2,2023-02-02
2302-01,AMCO,Culvert C320/022C,3093,5045.5,2023-02-02
2302-02,AMCO,MSC1236 030/429 SCOUR REPAIRS,2113,217.0,2023-02-02
2302-03,AMCO,C161/027C CULVERT RENEWAL,2628,373.0,2023-02-02
2302-04,AMCO,LANGBANK CULVERT,2813,342.5,2023-02-02
2302-05,AMCO,UB 236/113 BALGRAYSTONE ROAD ,2870,1445.25,2023-02-02
2302-06,AMCO,R/161/010.1350U FLOORS BURN,3050,876.0,2023-02-02
2302-07,AMCO,UB 031/077A Propping,3064,1050.44,2023-02-02
2302-08,Story Contracting,SPC3-02 BASSETTS,3103,4828.92,2023-02-02
2302-09,Story Contracting,SPC3-03 TAYLOR LODGE,3104,4846.62,2023-02-02
2302-10,Story Contracting,SPC3-09 WISTOW ROAD,3105,30705.65,2023-02-02
2302-11,Story Contracting,SPC3-10 GLEN STATION,3106,18774.95,2023-02-02
2302-12,Story Contracting,MML - SPC3/28 Chatters,3107,5588.65,2023-02-02
2302-13,Story Contracting,SPC3-34 THREE ARCH,3108,2595.58,2023-02-02
2302-14,AMCO,ANDERSTON REB OUTRIGGER FOUNDATION,3309,1200.0,2023-02-08
2302-15,Taziker Industrial,UDDINGSTON VIADUCT TEMPORARY WORKS,3299,6647.5,2023-02-08
2302-16,Story Contracting,UB045/047 CAMPS VIADUCT,2439,1160.0,2023-02-08
2302-17,I & H Brown,VALLEYFIELD AND MUSSELBURGH LAGOONS,2814,6673.08,2023-02-08
2302-18,Luddon,"PRINCE CHARLES WHARF, DUNDEE",3224,16299.25,2023-02-10
2302-19,East Lothian Council,COCKENZIE BUND ENVIRONMENTAL ANALYSIS SERVICES,3305,32344.69,2023-02-10
2302-20,Geo-Structural,HISTORICAL RAILWAYS ESTATE - LAD-5 SURVEY,3300,2624.25,2023-02-17
2302-21,SPL Powerlines UK Limited,TRACTION POWER PHASE 1 WORKS DELIVERY,3010,8295.25,2023-02-17
2302-22,TRAC Engineering,ROCK MILL CUTTING (LUXULYAN VALLEY),3304,5233.88,2023-02-17
2302-23,XYZ Rail & Civils,HORBURY JUNCTION LOC PLATFORMS,3328,2100.0,2023-02-17
2302-24,Mackenzie Construction,Murano Place Sewer Repair,3037,2337.5,2023-02-17
2302-25,QTS Group,MONCRIEFFE TUNNEL NORTH CUTTING IMPROVEMENT,2783,15540.8,2023-02-17
2302-26,George Leslie,COULIEGARTEN TRACK,3269,3738.56,2023-02-17
2302-27,QTS Group,DRONGAN RAILWAY EARTHWORK,2775,7756.63,2023-02-17
2302-28,BAM Nuttall,CAT 3 Checks,3160,2170.0,2023-02-17
2302-29,BAM Nuttall,ANDERSTON AND GLASGOW CENTRAL LOW LEVEL REMEDIATION,2782,12896.44,2023-02-17
2302-30,PBH OLE,RAVENSCRAIG DEVELOPMENT LINK ROAD,3308,2043.9,2023-02-17
2302-31,Story Contracting,OB161/048A KNAGSHILL SITE ACCESS,3280,597.2,2023-02-23
2302-32,EnergieKontor,PINES BURN WIND FARM,3322,3495.0,2023-02-22
2302-33,BAM Nuttall,CTLR ST02 PILING PLATFORM CAT 3 CHECK,3072,1956.0,2023-02-23
2302-34,Robertson,JOCELYN SQUARE STUDENT ACCOMMODATION ,3279,1491.9,2023-02-23
2302-35,Green Cat Renewables Ltd,GREENGAIRS WINDFARM EAST,3267,538.75,2023-02-23
2302-36,Story Contracting,UB 001/114 TOWER GLEN PERMANENT WORKS,2457,1015.5,2023-02-22
2302-37,Story Contracting,UB 272/008 - MANSE BURN,2450,1492.0,2023-02-22
2302-38,AMCO,HRA EMBANKMENTS,3313,38643.25,2023-02-23
2302-39,Story Contracting,CBC1/34 Levens Viaduct - Scour Protection,3254,6356.79,2023-02-23
2302-40,Mackenzie Construction,CAIRNBAAN SWING BRIDGE,3331,4401.3,2023-02-23
2302-41,Mackenzie Construction,CRINAN CANAL LOCKS 14 & 15,3183,875.0,2023-02-23
2302-42,Taziker Industrial,CRINAN CANAL LOCK 15 - GATE REMEDIAL WORKS,3338,2402.65,2023-02-23
2302-43,DEC – DEME Environmental Contractors,BOWLING COFFERDAM WORKS,2889,2243.2,2023-02-28
2302-44,Story Contracting,FB 132/011 - Footbridge Repairs and Repainting ,3197,10126.46,2023-02-24
2302-44,Story Contracting,UB 179/061 - Black Cart Timber Deck Replacement and Repairs ,3200,7730.8,2023-02-24
2302-44,Story Contracting,UB 240/130 - Ferry Road Steelwork and Painting Repairs ,3201,5307.07,2023-02-24
2302-44,Story Contracting,UB 240/130A Yorkhill Viaduct Steel & Masonry Repairs ,3202,13386.62,2023-02-24
2302-44,Story Contracting,UB 240/131 - Viaduct Condition led Repairs and Painting ,3203,4760.48,2023-02-24
2302-44,Story Contracting,OB 161/148A Knagshill,3172,1268.73,2023-02-24
2302-44,Story Contracting,C 030/462 - Culvert Renewal ,3189,1113.04,2023-02-24
2302-44,Story Contracting,C 161/316A - East Bowerhouses Twin Culvert Replacement ,3195,6082.93,2023-02-24
2302-44,Story Contracting,CD 200/908 - East Haven (Coastal) ,3196,4196.16,2023-02-24
2302-44,Story Contracting,R/232/000/0300 - Land over Rail & Repair - Polloksheilds Station,3198,3103.86,2023-02-24
2302-45,AMCO,UB 090/063 Burntisland Viaduct ,3232,46714.65,2023-02-24
2302-46,Story Contracting,UB 132/017 FORTH VIADUCT,2444,4417.0,2023-02-24
2302-47,Taziker Industrial,UB037/003 GLASGOW ROAD,2800,10140.08,2023-02-28
2302-48,Story Contracting,UB 119-003 Lynn Burn,2443,7917.98,2023-02-24
2302-49,Story Contracting,LINDSELLS LC AND BRIDLEWAY BRIDGE,2551,23851.65,2023-02-24
2302-50,Story Contracting,"
UB 058/064A BOWLING WESTERN ACCESS",3288,23476.98,2023-02-28
2302-51,Catenary King,REMOTE CONDITION MONITORING - KENT & SUSSEX SITES PHASE 2,2874,407.5,2023-02-28
2302-52,Story Contracting,Irvine Oldhall EfW Temporary Works,3155,281.0,2023-02-28
2302-53,AMCO,GMMC Job No5 Sale Water Tower Improvements,2883,472.75,2023-02-28
2302-54,William Grant & Sons Distillers Ltd.,GIRVAN LONG SEA OUTFALL CONSULTING WORKS,3219,1993.75,2023-02-28
2302-55,BAM Nuttall,LEVENMOUTH TEMPORARY WORKS,2978,2450.0,2023-02-28
2302-56,AMCO,RIVER LEVERN BARRHEAD ,3069,233.75,2023-02-28
2302-57,George Leslie,WHITECART PIPE BRIDGE TEMPORARY WORKS,3205,3443.0,2023-02-28
2302-58,George Leslie,PROVOST DRIVER COURT TEMPORARY WORKS,3253,631.25,2023-02-28
2302-59,AMCO,LARGS STATION TEMPORARY WORKS,3292,990.25,2023-02-28
2302-60,Story Contracting,OB 036-003 GILL OCCUPATIONAL TEMPORARY WORKS,3329,4390.0,2023-02-28
2302-61,NEXUS,CULLERCOATS STATION FOOTBRIDGE,2983,18889.52,2023-02-28
2302-62,Story Contracting,GOOLE STATION SUBWAY,2701,18147.79,2023-02-28
2302-63,Story Contracting,YORK STATION ROOF,3206,6852.93,2023-02-28
2302-64,Story Contracting,UB 261-004 SALTMARKET,2269,2511.0,2023-02-28
2302-65,Arcadis,RIVER DEBEN,3263,8258.0,2023-02-28
2302-66,Cundall,ANNICK WATER,3298,6586.0,2023-02-28
2302-67,Story Contracting,BOWLING WESTERN ACCESS SURVEY,3310,1488.5,2023-02-28
2302-68,J&T Mackley & Co Ltd,MILLPORT LASER AND TOPOGRAPHIC SCAN,3339,4969.0,2023-02-28
2302-69,AMCO,AMCO CP6 YEAR 5 SURVEYS,3239,12656.5,2023-02-28
2302-70,Story Contracting,UB 031/014 TEMPORARY WORKS,3258,1037.5,2023-02-28
2302-71,QTS Group,EGS2 HARTWOOD TRACK DRAINAGE IMPROVEMENT,2645,8043.15,2023-02-28
2302-72,QTS Group,Marykirk Viaduct Temporary Works,3301,3317.0,2023-02-28
2302-73,Story Contracting,A719 BURTON TEMPORARY WORKS,3278,6902.0,2023-02-28
2302-74,BAM Nuttall,Kilsyth Office Campus Development,2973,3050.45,2023-02-28
2302-75,Story Contracting,SPC3-02 BASSETTS,3103,13123.8,2023-03-01
2302-76,Story Contracting,SPC3-03 TAYLOR LODGE,3104,14917.95,2023-03-01
2302-77,Story Contracting,SPC3-09 WISTOW ROAD,3105,20755.76,2023-03-01
2302-78,Story Contracting,SPC3-10 GLEN STATION,3106,10236.02,2023-03-01
2302-79,Story Contracting,MML - SPC3/28 Chatters,3107,2267.49,2023-03-01
2302-80,Story Contracting,SPC3-34 THREE ARCH,3108,10410.07,2023-03-01
2303-01,J&L Roadsurfacing Scotland Ltd,HUMBIE HOLDINGS RETIREMENT VILLAGE - PHASE 1,3337,2189.0,2023-03-08
2303-02,Story Contracting,RAVENSCRAIG TEMPORARY WORKS,3018,6687.37,2023-03-08
2303-03,Story Contracting,BAWBEE BRIDGE TEMPORARY WORKS,3168,1775.5,2023-03-08
2303-04,Story Contracting,NETHER DYSART TEMPORARY WORKS,3241,3308.74,2023-03-08
2303-05,Story Contracting,ARBROATH EMERGENCY WORKS,2977,3232.25,2023-03-08
2303-06,QTS Group,ECN5 OATYHILL RAILWAY EARTHWORK IMPROVEMENT,2221,1646.0,2023-03-08
2303-07,Story Contracting,DALMENY UTX TEMPORARY WORKS,2936,5944.25,2023-03-08
2303-08,Story Contracting,ARGYLE STREET,3136,9439.55,2023-03-08
2303-09,Story Contracting,HEATON PARK,3135,9438.75,2023-03-08
2303-10,Melbury Capital Limited,LASSWADE TOWNHOUSE DEVELOPMENT,3285,3459.75,2023-03-15
2303-11,QTS Group,CRAIGLOCKART JN. DRAINAGE,2944,4062.5,2023-03-10
2303-12,TRAC Engineering,PATTERDOWN FARM TEMPORARY WORKS,3344,3143.75,2023-03-10
2303-13,Helical Pile Solutions Ltd,BIGGLESWADE SUBSTATION,3357,1232.5,2023-03-15
2303-14,QTS Group,3684_LNE_QTS Queens Road,2419,358.0,2023-03-15
2303-15,Taziker Industrial,OPP-152592 Bridge of Dee Scour Protection,3255,959.75,2023-03-15
2303-16,Story Contracting,BARROW HILL CUTTING,2536,23771.25,2023-03-15
2303-17,Story Contracting,RIVER GARRY ,3243,11466.5,2023-03-15
2303-18,Balfour Beatty,MOTHERWELL STATION,2518,630.0,2023-03-20
2303-19,Story Contracting,CP6 YEAR 5 STATION TACTILES,3265,44783.0,2023-03-20
2303-20,Story Contracting,Aldercar Embankment Improvement,2600,1048.0,2023-03-20
2303-21,Mabbett & Associates Ltd.,ARDMORE DISTILLERY EXPANSION ,3314,1182.0,2023-03-20
2303-22,QTS Group,CS21-000114 – WINCHBURGH – TEMPORARY WORKS DESIGN,3333,4210.0,2023-03-24
2303-23,XYZ Rail & Civils,HORBURY JUNCTION LOC PLATFORMS,3328,700.0,2023-03-24
2303-24,SPL Powerlines UK Limited,CURRIE FEEDER STATION ,3325,5662.2,2023-03-24
2303-25,AMCO,RIVER WICK LONGITUDINAL WAYBEAMS,3287,1484.0,2023-03-24
2303-26,Raeside Chisholm Solicitors Limited,"33 EAST BARNS STREET, CLYDEBANK",3315,935.75,2023-03-27
2303-27,Barhale Ltd,STEWARTON PST3 REMEDIAL DESIGN WORKS,3046,1688.25,
2303-28,Story Contracting,UB 058/064A BOWLING WESTERN ACCESS,3288,12017.02,2023-03-31
2303-29,George Leslie,ESKDALEMUIRE WWTW,3226,3238.8,2023-03-31
2303-30,George Leslie,STICHILL WWTW,3227,3238.8,2023-03-31
2303-31,George Leslie,LINLITHGOW - PRESTON FARM WASTEWATER,3175,3247.8,2023-03-31
2303-32,Davidson and Robertson,GARVALD BRIDGE ASSESSMENT,3335,2820.75,2023-03-31
2303-33,SPL Powerlines UK Limited,HERTFORD LOOP OLE FOUNDATIONS ,2971,5351.05,2023-03-31
2303-34,Story Contracting,Houndean Embankment Improvement,2596,18818.8,2023-03-31
2303-35,BAM Nuttall,TRANSPENNINE ROUTE UPGRADE (TUR) TEMPORARY WORKS,3246,2410.95,2023-03-29
2303-36,AMCO,KIT HILL BRIDGE PERMANENT WORKS,3330,12186.63,2023-03-31
2303-37,QTS Group,HALLBRAE SOIL CUTTING,2505,5951.25,2023-03-31
2303-38,Story Contracting,UB 179/061 - Black Cart Timber Deck Replacement and Repairs ,3200,6172.677000000001,2023-03-31
2303-38,Story Contracting,UB 240/130 - Ferry Road Steelwork and Painting Repairs ,3201,3032.61,2023-03-31
2303-38,Story Contracting,UB 240/130A Yorkhill Viaduct Steel & Masonry Repairs ,3202,10709.293,2023-03-31
2303-38,Story Contracting,UB 240/131 - Viaduct Condition led Repairs and Painting ,3203,4760.48475,2023-03-31
2303-38,Story Contracting,C 030/462 - Culvert Renewal ,3189,1669.5525,2023-03-31
2303-38,Story Contracting,C 161/191A - Carsencon Culvert Replacement ,3190,1479.7755,2023-03-31
2303-38,Story Contracting,C 161/192B -Merklans Culvert Replacement ,3191,2466.2925,2023-03-31
2303-38,Story Contracting,C 161/205A- Culvert Replacement ,3192,1479.7755,2023-03-31
2303-38,Story Contracting,C 161/207B -Steadings Culvert Replacement ,3193,1479.7755,2023-03-31
2303-38,Story Contracting,C 161/303B - Gastown Culvert Replacement ,3194,1479.7755,2023-03-31
2303-38,Story Contracting,C 161/316A - East Bowerhouses Twin Culvert Replacement ,3195,868.9905000000001,2023-03-31
2303-38,Story Contracting,R/232/000/0300 - Land over Rail & Repair - Polloksheilds Station,3198,2676.0615,2023-03-31
2303-39,AMCO,UB 090/063 Burntisland Viaduct ,3232,13830.3,2023-03-31
2303-39,AMCO,CD 200/517 Attadale - Stromferry ,3236,2737.125,2023-03-31
2303-39,AMCO,CD 200/518 Attadale - Stromferry ,3237,2228.25,2023-03-31
2303-39,AMCO,CD 200/458 Duncraig- Plockton ,3235,4468.9,2023-03-31
2303-39,AMCO,CD 200/912 Langbank ,3231,9888.425000000001,2023-03-31
2303-39,AMCO,R 294-024.0817U ,3234,2283.375,2023-03-31
2303-40,QTS Group,WCK TOMICH RAILWAY IMPROVEMENT,2472,3379.5,2023-03-31
2303-41,Melbury Capital Limited,LASSWADE TOWNHOUSE DEVELOPMENT,3285,3467.5,2023-03-31
2303-42,Arcadis,CRANMER AND LATIMER ROAD BRIDGES ,3242,460.0,2023-03-31
2303-43,AMCO,MSC7799A - RATHO,3359,4845.0,2023-03-31
2303-44,Catenary King,HANDCROSS CUTTING PROJECT,2590,6473.25,2023-03-31
2303-45,Robertson,CHRYSTON COMMUNITY HUB TEMPORARY WORKS,2963,1488.0,2023-03-31
2303-46,BAM Nuttall,CTLR ST02 PILING PLATFORM CAT 3 CHECK,3072,1788.5,2023-03-31
2303-47,Story Contracting,OB161/048A KNAGSHILL SITE ACCESS,3280,447.9,2023-03-31
2303-48,QTS Group,BELLGROVE TUNNEL,3012,10594.0,2023-03-31
2303-49,Mackenzie Construction,FORTH & CLYDE CANAL - LOCK 8 STOP LOGS,3358,10368.5,2023-03-31
2303-50,Story Contracting,LINDSELLS LC AND BRIDLEWAY BRIDGE,2551,7127.75,2023-03-31
2303-51,Story Contracting,GLENCRYNAN TEMPORARY WORKS,3343,2880.0,2023-03-31
2303-52,Story Contracting,SALFORD CENTRAL RAMP ROOF REPLACEMENT,3351,1065.0,2023-03-31
2303-53,George Leslie,DRUMPELLIER PIPE BRIDGE,3284,3782.33,2023-03-31
2303-54,Robertson,JOCELYN SQUARE STUDENT ACCOMMODATION ,3279,4135.56,2023-03-31
2303-55,Mabbett & Associates Ltd.,BOUNDARY PLOT SURVEY (BALGRAYSTONE ROAD),3354,491.5,2023-03-31
2303-56,Melbury Capital Limited,LASSWADE TOWNHOUSE DEVELOPMENT,3285,1250.0,2023-03-31
2303-57,I & H Brown,VESTERLED FROST SHEET PILE WALL CHECK ,2773,4524.5,2023-03-31
2303-58,BAM Nuttall,EAST LINTON TEMPORARY WORKS,2840,11997.88,2023-03-31
2303-59,AMCO,GLASGOW CENTRAL STATION TEMPORARY WORKS,3348,1100.0,2023-03-31
2303-60,Story Contracting,RAVENSCRAIG TEMPORARY WORKS,3018,1967.75,2023-03-31
2303-61,Story Contracting,BAWBEE BRIDGE TEMPORARY WORKS,3168,946.0,2023-03-31
2303-62,AMCO,MSC 7618 AYR3 THORNBRAE ROAD TEMPORARY WORKS,3318,940.0,2023-03-31
2303-63,AMCO,MSC 7618 AYR3 THORNBRAE ROAD PERMANENT WORKS,3318,1194.0,2023-03-31
2303-64,AMCO,MSC 6319 KNOWEBRAE,3317,1734.25,2023-03-31
2303-65,AMCO,LARGS STATION TEMPORARY WORKS,3292,792.2,2023-03-31
2303-66,AMCO,R070/002.0711 BISHOPBRIGGS WALL,3100,5414.75,2023-03-31
2303-67,Story Contracting,LINDSELLS FOOTBRIDGE TEMPORARY WORKS,2869,390.0,2023-03-31
